Year,Month,Day,Source,Title,Body,Link
2017,Feb,15,NR,Commodity Tax on coconut oil reduced,"Cabinet today approved the amendment of the Special Commodity Tax imposed on coconut oil in order to import 40,000 metric tonnes of coconut oil. The proposal in this regard was tabled by Minister Navin Dissanayake. Accordingly the Special Commodity Tax on a kilogram of coconut oil will be reduced by 20 rupees from 150 rupees to 120 rupees. A kilogram of Palm oil has been reduced by 130 rupees to 110 rupees, while other palm oil substances have been more..",https://www.newsradio.lk/special-commodity-tax-coconut-oil-reduced/
2017,Mar,13,FT,Govt mulls liberalisation of coconut industry to boost exports,"As a step towards reviving coconut-based value addition and exports, the Govt is considering liberalising restrictions on coconut imports, Plantation Industries Minister Navin Dissanayake said. I have taken a bold decision to relax the restriction on the importation of coconuts into Sri Lanka. This is to enable DC (desiccated coconut) millers to import coconut as husked nuts or as fresh kernel. This is only for value addition and export,  Minister Navin Dissanayake said. more..",http://www.ft.lk/article/603170/Govt--mulls-liberalisation-of-coconut-industry-to-boost-exports
2017,Apr,20,ST,"Prevailing drought and impact on coconut production, exports and prices","The prevailing drought is reported to be the worst experienced during the last four decades. Around two thirds of the coconut is grown in the two districts of Wayamba (Kurunegala and Puttalam) and Gampaha districts. These three districts are characterised by a rainfall pattern, which is bimodal. Around two thirds of the annual rainfall occur during the inter monsoon months when the rainfall magnitude is high. The intensity and the distribution of the rainfall and more..",http://www.sundaytimes.lk/170416/business-times/prevailing-drought-and-impact-on-coconut-production-exports-and-prices-236835.html
2017,,,,Drought prevails over coconut triangle where monsoon has failed,"June 25 (Island) Coconut plantations in Chilaw, Kurunegala and Puttalam districts are under severe stress due to extreme dry weather that has not eased despite recent rains in some parts of the country. ""There has been no rain worth talking about and although the estates dont look parched due to some drizzles and light rain thats not worth talking about, the peak Vesak crop has been a fraction of that a year earlier,"" the head of a plantation management agency with a large portfolio of more..",http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=167230
2017,,,,Sri Lankas coconut growers dismayed by plans to import fresh coconut,"July 22  (ST) Proposed plans by the govt to import fresh coconuts have sent shock waves amongst the Coconut Growers Association (CGA) who say such a move will have serious repercussions on the industry. CGA President Lionel Fonseka said that the moment they heard about the news of the govts intention to import fresh coconuts, a delegation of the CGA met the Cabinet Sub-Committee on Economic Development more..",http://www.sundaytimes.lk/170716/business-times/sri-lankas-coconut-growers-dismayed-by-plans-to-import-fresh-coconut-249907.html
2017,,,,Red Beetle threatens coconut cultivation,"July 22 (ST) Coconut plantation owners have raised the alarm over the rapid spread of a disease via the Red Beetle which targets the young coconut plants. Karuwelagaswewa area in Putalam District, is badly affected. Coconut nurseries in particular are adversely affected as the young plants possessing less resistance, are easily susceptible to the disease. Beetle bores into the trunk where it lays its eggs and the disease is spread by the larvae which penetrate trunk of the tree & reach the palms. more..",http://www.sundaytimes.lk/170716/news/red-beetle-threatens-coconut-cultivation-250376.html
2017,Aug,10,ST,Coconut crisis: Growers raise key questions at crucial meeting,"Absence of Minister in charge of coconuts (Plantation Minister Navin Dissanayake) or his deputy at last weeks 23rd AGM of Coconut Growers Association irked members who expressed disappointment over the absence of senior govt politicians at a crucial meeting. During the question and answer session, a member said that it was regretted that this is the first time that a responsible officer of govt was not present more..",http://www.sundaytimes.lk/170806/business-times/coconut-crisis-growers-raise-key-questions-at-crucial-meeting-253210.html
2017,Aug,14,DN,"'Tea, rubber, coconut still have great demand in international market","Sri Lankas traditional exports - tea, rubber and coconut - still have a great demand in the international market and those who are involved in these three industries should be encouraged to increase the expected export target, Plantation Industries Minister Navin Dissanayake said. He made these remarks at the inauguration of the three-day international Coconut, Rubber & Tea (CRT) exhibition and trade fair more..",http://www.dailynews.lk/2017/08/14/business/125009/tea-rubber-coconut-still-have-great-demand-international-market%E2%80%99
2017,Aug,16,EN,"Sri Lanka rulers to slash freedoms of tea, rubber, coconut land owners","Cabinet had approved a proposal to further restrict the freedoms of owners of tea, rubber and coconut land, to do what they wish with their own property.  According existing law owners of coconut land of 04 acres and, tea, or rubber estates greater 20 acres have to get permission from Rubber and Coconut Estates (Control and Fragmentation) Board.  Minister Navin Dissanayake had proposed further restricting more..","http://www.economynext.com/Sri_Lanka_rulers_to_slash_freedoms_of_tea,_rubber,_coconut_land_owners-3-8529-9.html"
2017,Sep,9,SLA,Army aunches coconut cultivation programme in Pooneryn,"Intending to propagate the cultivation of coconuts in the general areas of Pooneryn as well as to generate an income for needy people in the long run, a large stock of coconut seedlings were distributed on Thursday among low-income groups in Pooneryn area on the directions of General Officer Commanding, 66 Division. A training programme on the cultivation of coconut seedlings also took place around the same time after the distribution of seedlings at the more..",http://www.army.lk/news/66-division-launches-coconut-cultivation-programme
2017,,,,SL to take action to control coconut price,Sep 25  (Xinhua) Sri Lanka will bring in a permanent price index to control the price of coconuts after several black marketeers have been caught selling coconuts at exorbitant rates. Coconut Cultivation Board (CCB) Chairman Kapila Yakandawala said the price index would be announced shortly owing to the prevailing high prices for coconuts in the retail market. He added that a coconut should be priced between rs. 70(US$ 0.45) and 75 rupees but black market vendors were selling at high prices. more..,http://news.xinhuanet.com/english/2017-09/25/c_136637244.htm
2017,Sep,29,AD,Coconuts to be sold at concessionary rates,"Mahinda Amaraweera said that the Coconut Cultivation Board (CCB) will launch a program to distribute 1.5 million coconuts at the price of Rs.65 each. The program will commence on October 2, and coconuts will be sold by mobile vans of the CCB in Colombo, Hambantota and Matara Districts. He said that Consumer Affairs Authority (CAA) had been instructed by the President to take action against the organizations and businessmen who are unnecessarily harassing customers. more..",http://www.adaderana.lk/news/43281/coconuts-to-be-sold-at-concessionary-rates
2017,Sep,29,AD,Coconuts to be sold at concessionary rates,"Mahinda Amaraweera said that the Coconut Cultivation Board (CCB) will launch a program to distribute 1.5 million coconuts at the price of Rs.65 each. The program will commence on October 2, and coconuts will be sold by mobile vans of the CCB in Colombo, Hambantota and Matara Districts. He said that Consumer Affairs Authority (CAA) had been instructed by the President to take action against the organizations and businessmen who are unnecessarily harassing customers. more..",http://www.adaderana.lk/news/43281/coconuts-to-be-sold-at-concessionary-rates
2017,Sep,29,CT,Model coconut farms to be set up Bid to develop industry: Dayasiri,"Ministry of plantations is attempting to create model coconut farms across the country, with a special emphasis on the North and East in a bid to develop the industry, Minister Dayasiri Jayasekera said. He added that over 230,000 coconut trees were destroyed in the Kurunegala district alone due to the recent drought and that is one of the main reasons for the steep increase in the price of coconuts. He added that a similar situation might be prevailing more..",http://www.ceylontoday.lk/print20170401CT20170630.php?id=30929
2017,Sep,30,CT,Minister expects drop in coconut prices,"Minister of Plantation Industries Naveen Dissanayake said he expects a drop in the price of coconuts in the coming two or three weeks. He said that a special programme will also be implemented aimed at reducing the price of coconuts. This special programme was initiated following discussions with President Maithripala Sirisena on this issue, Minister added. He had earlier pointed out that the steep increase in the price of coconuts was due to severe drought more..",http://www.ceylontoday.lk/print20170401CT20170630.php?id=31003
2017,Oct,2,GDI,Coconuts at subsidized prices from today,"The program to distribute coconuts at subsidized prices was started today  at the Coconut Cultivation Board (CCB) head office. It is being implemented on the advice of Plantation Minister Naveen Dissanayaka and implemented by the CCB. Under this program, public can purchase coconuts at Rs 65 from mobile lorries of CCB at 40 places in Colombo and the suburbs. In addition, from tomorrow coconuts can be purchased from Sathosa outlets as well. more..",https://www.news.lk/news/sri-lanka/item/18226-coconuts-at-subsidized-prices-from-today
2017,Oct,13,DN,Sathosa reduces price of coconuts to Rs 65,Coconut Cultivation Board (CCB) and Lanka Sathosa have jointly taken measures to provide coconuts at Rs 65. Accordingly the consumers will receive the opportunity to purchase 5 coconuts for 65 rupees at Sathosa outlets. CCB Chairman Kapila Yakandawala said that the CCB has already issued one million coconuts to the market. Measures would be taken to supply four million coconuts to the market by next month. Then we would be able to completely normalize more..,http://www.dailynews.lk/2017/10/13/local/131253/sathosa-reduces-price-coconuts-rs-65
2017,Nov,1,ST,Coconut oilmafiapeddling snake oil to regulators and public,"Adulterated oil being passed off as coconut oil is widespread in SL and it is undermining public health. Consumer officials warn of a mafia in the trade. Large containers of used cooking oil, mixed oil products as well as oil which appeared to have been purified by adding chemicals and colouring. Some vendors are re-selling cancer-causing used oil, passing them off as coconut oil. more..",http://www.sundaytimes.lk/171029/news/coconut-oil-mafia-peddling-snake-oil-to-regulators-and-public-266017.html
2017,Nov,1,NR,Prevalence of high coconut prices to be investigated,"Coconut Cultivation Board has said it will look into the allegations of the prices of coconut remaining at high levels in the open market.  Chairman of the Board Kapila Yakandawala said they are continuously providing coconuts at low prices via the Sathosa stores. NewsRadio contacted to inquire about allegations that coconut prices were remaining at around 100 rupees in some areas. He added that these increased price levels may be prevalent in some areas, more..",https://www.newsradio.lk/2017/11/04/ccb-investigate-high-coconut-prices-certain-areas/
2017,,,,Govt secures huge coconut tranche to ease cost of living,"Nov 9  (FT) As coconut prices soared due to a drought-fuelled supply shortage, Sri Lanka announced that it was sourcing a large volume of coconuts from domestic suppliers instead of international sellers to be sold to local consumers at a low price. Based on the Cost of Living Committees order, Lanka Sathosa will source coconuts from various suppliers directly and sell them from next week at a low price of Rs. 65 each, said Sathosa Chairman T.M.K.B. Tennakoon. more..",http://www.ft.lk/news/Govt--secures-huge-coconut-tranche-to-ease-cost-of-living/56-643020
2017,Nov,22,CT,"Tea, rubber output up, coconut down","Sri Lanka's tea output is expected to reach 308.03 million kg this year with an annual growth of 8%, despite the glyphosate ban which is set to cause 10-20 Mkgs reduction in tea output this year, said Minister Navin Dissanayake. He forecasted that SL will export 285 Mkgs of tea this year, recovering from a seven-year low of 280 Mkg tea output recorded during last year. Meanwhile, the Ministry further forecasted that SL will earn $1.52 billion in exports this year more..",http://www.ceylontoday.lk/print20170401CT20170630.php?id=34643
2017,Dec,5,FT,Rs. 495 m spent as fertiliser subsidy for coconut smallholders,"In its efforts to develop coconut cultivation in the country, Govt has spent Rs. 495 million as a fertilizer subsidy in 2016 aimed at coconut smallholders. According to the fertilizer subsidy program, Rs. 56 per tree, subject to a minimum of Rs. 448 and a maximum of Rs. 8,960, has been paid to apply fertiliser. Following this subsidy formula, there have to be eight coconut trees per 20 perches of land to be within  the minimum margin and 160 trees within more..",http://www.ft.lk/news/Rs--495-m-spent-as-fertiliser-subsidy-for-coconut-smallholders/56-644558
2017,,,,"Govt permits import of rice, coconuts to meet shortfall","Dec 7  (Island) The govt said that it had permitted both the state and private sector to import rice and coconuts due to shortages created by adverse weather conditions. Co-Cabinet Spokesman Gayantha Karunathillake and Dayasiri Jayasekera, addressing the post Cabinet briefing, said that the decision to temporarily liberalise the import of rice and coconuts, to meet the shortfall in demand, had been taken at Tuesdays Cabinet Meeting presided over by President Maithripala Sirisena. more..",http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=176195
2017,Dec,9,LT,There is rice in the country until next April  importing coconut is illegal,With the harvest gathered during the last Maha & Yala seasons the country has enough rice until next April and importing coconut is illegal and the govt should take the responsibility of this act says National Organizer of all Ceylon Farmers Federation Namal Karunaratna. He pointed out the mite infestation of coconut trees has brought down coconut harvest and has destroyed many plantations. He complained that the mite infection had been brought to the country from abroad. more..,http://www.lankatruth.com/en/2017/12/there-is-rice-in-the-country-until-next-april-importing-coconut-is-illegal/
2017,Dec,10,CT,Supply of coconuts to Army: Treasury faces huge loss,"Treasury will have to face a loss of Rs 1.5 billion in 2018, due to contravening the tender procedure for supplying coconuts for Armed Forces' meals, JVP MP Bimal Rathnayake revealed. Participating in the Committee Stage Debate of the Appropriation Bill, he said, Army requires 55,000 kg of coconuts daily. ""According to tender conditions, Army purchases coconut at a fixed price of Rs. 39 per kilogram. 98% of the total coconut demand is being met by a certain supplier. more..",http://www.ceylontoday.lk/print20170401CT20170630.php?id=36006
2017,Dec,16,ST,"Beware, your coconut oil is probably contaminated","Adulteration of coconut oil is widespread in the country today. Coconut Research Institute (CRI) Chairman Jayantha Jayewardene said the reason behind the adulteration of coconut oil was the shortfall in production which resulted in the inability to meet local demand. While SL required aproximately 160,000 metric tonnes of coconut oil, current production was a mere 90,000 metric tonnes. more..",http://www.sundaytimes.lk/171210/news/beware-your-coconut-oil-is-probably-contaminated-272316.html
2017,Dec,19,ST,Sri Lanka permits private sector to import coconut kernels,"In a desperate move towards tackling the shortage of coconuts and the skyrocketing of its prices, govt has permitted the private sector to import coconut kernels. Coconut Development Authority (CDA) called on interested importers to import coconut kernels without delay considering it as a national priority as there is a severe dearth of coconuts in the country and its price has gone up from Rs.100 to Rs. 125 more..",http://www.sundaytimes.lk/171217/business-times/sl-permits-private-sector-to-import-coconut-kernels-273071.html
2017,Dec,19,DN,Sathosa to sell Coconuts at reduced prices,"Public Enterprise Development Ministry has stepped into to supply Sathosa with 250,000 coconuts at a concessionary rate. The govt run Kurunegala Plantations and Elkaduwa Plantations together will meet the supply of 250,000 coconuts to ease the demand during the holiday season. Kurunegala Plantations will supply 200,000 coconuts to Sathosa, companys Sales Manager said. Elkaduwa Plantations General Manager said they will add 50,000 coconuts to Sathosa supply. more..",http://www.dailynews.lk/2017/12/19/local/137751/sathosa-sell-coconuts-reduced-prices
2017,Dec,22,EN,Sri Lanka looks to Australia for safe import of coconut,"Sri Lanka is looking to Australia to find ways to safely import raw coconuts, as a drought has sharply reduced the crop and the central bank's currency depreciation policy keeps pushing the price of all traded goods up. Sri Lanka has already decided to import coconut kernels, and the cabinet had decided to transfer the responsibility to the Ministry of National Policies and Economic Affairs to speed up the process, the state information office said. more..",http://www.economynext.com/Sri_Lanka_looks_to_Australia_for_safe_import_of_coconut-3-9403-9.html
2018,Jan,2,Island,First shipment of imported coconut kernel expected on Friday,"Minister Naveen Dissanayake said, in order to control the escalating price of coconuts, Ministry had decided to import coconut kernel. He said the countrys coconut output was not sufficient for domestic consumption as factories purchased most of it for the production of coconut based products. ""Price of coconuts have increased as a result."" he said adding that a decision had been taken to import coconut kernel to be used for coconut based products so that more..",http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=177503
2018,Jan,4,DN,"Over 200,000 coconuts at reduced rates due to Thai Pongal","Over 200,000 coconuts were handed over to Lanka Sathosa by Elkaduwa and Kurunegala Plantations companies to be sold at a concessionary rate with the upcoming Thai Pongal festival. This is according to the instructions given to the Minister Kabir Hashim by President Sirisena and the PM Wickremesinghe. Kurunegala Plantations Company Sales Manager Jagath Jayawardena said, Over 200,000 coconuts were handed over to Lanaka Sathosa on Dec 31, 2017 by more..",http://www.dailynews.lk/2018/01/04/business/138844/over-200000-coconuts-reduced-rates-due-thai-pongal
2018,Jan,13,ST,SL coconut growers oppose coconut imports,"Coconut growers are vehemently opposing the Govts attempts to import fresh unhusked coconut, saying it would ruin coconut cultivation in SL. Coconut Growers Association at an emergency meeting noted that mite disease which has been in Sri Lanka for the last 20 years has affected 30% of the cultivation. Members said that that mite has come from Kerala through illicit means of smuggling and it first infested Kalpitiya. more..",http://www.sundaytimes.lk/180107/business-times/sl-coconut-growers-oppose-coconut-imports-275935.html
2018,Jan,20,Island,"Coconut oil, the newSuperfood?","Scientists, including medics, I am sure, will readily admit they are guilty of changing their views over time. They do so, simply because they express opinions based on the data available at the time and may express a reverse-view when new data becomes available. This is best illustrated by the controversy over coconut oil, which used to be considered, not so long ago, a dangerous oil but is now being promoted in the West, now, as a superfood. more..",http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=178432
2018,Jan,29,EN,Sri Lanka flirts with cost-push doctrine; blames coconuts for inflation,"Sri Lanka has blamed coconuts and rice for overshooting an inflation target in 2017, flirting dangerously with cost-push doctrine despite claiming to be on track for a modified inflation targeting framework by 2020. In 2017, the central bank generated 7.1% inflation as measured by the Colombo Consumer Price Index with 12-month inflation peaking at 7.8% in October, overshooting its wide target of 4-6%.  A country-wide National Consumer Price Index measured more..",http://www.economynext.com/Sri_Lanka_flirts_with_cost_push_doctrine;_blames_coconuts_for_inflation-3-9694-1.html
2018,,,,Only 30% coconut cultivators use fertilizer,"Feb 15  (CT) The Coconut Research Institute (CRI) says that only 30% of cultivators use fertilizer in their coconut estates. Deputy Director of Research of the CRI, Dr. Lalith Perera added that only 30% of coconut cultivators use fertilizer for coconut cultivations and the maintenance of coconut estates is at a really low level as a result, further noting that such practices also contribute to the harmful effects of climate change related disasters like the intensifying of droughts. more..",http://www.ceylontoday.lk/print20170401CT20170630.php?id=40720
2018,Feb,23,ST,"No joy from rains for coconut growers, suffering farmers in five districts","More than 280,000 people, including farmer families, who are suffering due to the drought in five districts Puttalam, Kurunegala, Mannar, Anuradhapura, and Polonnaruwa, will not be able to expect relief until at least the April inter-monsoonal rains, the weather forecasters say. The unprecedented drought also spells danger for the coconut industry in two leading growing areas Kurunegala and Puttalam. more..",http://www.sundaytimes.lk/180218/news/no-joy-from-rains-for-coconut-growers-suffering-farmers-in-five-districts-282247.html
2018,Feb,24,EN,Coconut production down 18.6% in 2017,"Sri Lanka's coconut production dropped 18.6% to 2.449 million nuts in 2018 amid a drought, from 3.011 million a year earlier, data showed.  A severe drought in 2017 reduced output. Minister Dayasiri Jayasekera said that in Kurunegala, a top coconut producing area, about 100,000 trees had died. Coconut, however is an indirectly traded item and is subject to international prices due to exports of coconut products and also imports of close substitute like oil. more..",http://www.economynext.com/Sri_Lanka_coconut_production_down_18.6_pct_in_2017-3-9977-9.html
2018,Mar,9,PSL,President instructs authorities to stop fragmentation of coconut lands in NWP,"President Maithripala Sirisena has instructed relevant authorities to stop immediately giving permission on fragmenting coconut lands in North Western Province. Further, President advised Provincial Council, Urban Council and the Coconut Development Authority (CDA) to make necessary procedures if there is any essential requirement for fragmenting coconut lands. President stated this during a special more..",http://www.president.gov.lk/president-instructs-relevant-authorities-to-stop-fragmentation-of-coconut-lands-in-nwp-immediately/
2018,Jun,10,ST,Coconut producers seek increased subsidies,Sri Lankan coconut growers want the govt to stick to an earlier promise of giving them low interest on loans and increase the subsidy provided for irrigation of lands. Coconut Growers Association President Jayantha Samarakoon said that the govt promise to provide loans for the agriculture sector at the rate of 5-6% interest didnt materialise. He noted that the necessary circular in this regard was not issued to the commercial banks by the Treasury as a result of which more..,http://www.sundaytimes.lk/180610/business-times/coconut-producers-seek-increased-subsidies-297372.html
2018,Aug,9,Island,Legislation to prevent fragmentation of coconut land above five acres,"The govt is to bring new legislation to revise the  land fragmentation policy, which would necessitate the obtaining of permission from the authorities before fragmenting coconut lands above five acres, instead of currently applicable ten acres, Minister Navin Dissanayake said. ""Under the new legislation, to fragment coconut lands above five acres, a land owner would have to obtain permission from local govt authorities more..",http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=189261
2018,Aug,19,ST,Coconut prices to consumers soar,"Coconut prices to consumers are soaring and three times that of the farmgate price. While the farmgate price is Rs. 23 per nut, prices on the street is around Rs.68-69 per nut, a coconut producer said adding that the middle-man was fleecing the consumer. The industry is also facing a crisis in the form of spurious imports of palm oil in the form of palm olien which is then mixed with coconut oil and sold as pure coconut oil. This is a serious problem we are facing, he said. more..",http://www.sundaytimes.lk/180819/business-times/coconut-prices-to-consumers-soar-307257.html
2018,Aug,21,EN,Coconut prices plunge 30% at auction; export ban may be lifted,"Sri Lanka's fresh coconuts dropped to an average 30% to 30,793 rupees for 1,000 nuts at the latest auction in August 2018 from a month earlier, amid a global fall in commodity prices and weak demand from desiccated coconut producers. An export ban on fresh coconuts may be lifted to help boost farm gate prices.  In July the average price for coconuts were about 45,000 rupees. At the auction on August 16, 1.3 million nuts were sold at the Colombo auction, more..",https://economynext.com/Sri_Lanka_coconut_prices_plunge_30_pct_at_auction;_export_ban_may_be_lifted-3-11600-9.html
2018,Aug,22,DM,Drastic decline in farm gate price of coconuts,"Commencing from around the third week of July the farm gate price of coconuts has dropped from a high of around Rs 45.00 to Rs 28.00 by Aug 15. The years 2016 and 2017 experienced a sharp increase in coconut prices owing to climate change conditions, caused due to the lack of monsoon seasonal rains. The coconut yield dropped by 40-50 % in the coconut triangle area and the nut weight reduced by 30-40%. The farm gate price peaked at Rs. 55/= and the retail nut price at Rs 100/=. more..",http://www.dailymirror.lk/article/Drastic-decline-in-farm-gate-price-of-coconuts-154362.html
2018,Aug,28,ST,Coconuts in crisis: Traders make huge profit at the cost of consumer,"The latest crises facing the coconut industry in Sri Lanka is a complaint from the Coconut Growers Association of SL (CGASL) that their farm gate price has crashed to a new low of Rs. 23 to 25 from around Rs. 45 in July. Ranjith Dias, a former president of the CGASL and a veteran coconut grower grappling to uplift the industry for almost last 50 years along with the association, said that the price they get for coconuts is more..",http://www.sundaytimes.lk/180826/business-times/coconuts-in-crisis-traders-make-huge-profit-at-the-cost-of-consumer-307647.html
2018,Sep,3,ST,Govt raises palm oil tax to protect coconut industry,"In a short term strategy to maintain stable domestic coconut prices, the Finance Ministry has increased the Special Commodity Levy for palm oil by Rs.20 to Rs. 175 recently. Palm oil imports increased by 41% YoY to 89,959 metric tons as a result of bringing down the SCL previously, Finance Ministry data revealed. The move is aimed at protecting the local coconut industry a senior Treasury official said adding that several desiccated and oil mills in the country more..",http://www.sundaytimes.lk/180902/business-times/government-raises-palm-oil-tax-to-protect-coconut-industry-309165.html
2018,Sep,13,GDI,Australian meeting with Sri Lankan coconut products exporters,"Coconut Development Authority of SL (CDA), in association with the Consulate General of SL, organised a well-attended Business Breakfast Meeting on 11 Sept in Melbourne for SL Coconut Products Exporters who are attending the Fine Food Australia Exhibition 2018, currently being held in Melbourne, to promote SL coconut products and to interact with potential business partners and buyers in Australia. The event was hosted by Udaya Rupasinghe, Chairman of the CDA and more..",https://www.news.lk/news/world/item/22258-australian-meeting-with-sri-lankan-coconut-products-exporters
2018,Sep,22,EN,"Coconut prices steady, export ban lifted","Sri Lanka coconut prices fell 5.4% at Thursday's auction in Colombo, to 36,346 rupees for 1,000 nuts, after rising 3.7% to 38,428 a week earlier. At this week's auction in Colombo, 689,948 nuts were offered and 358,440 were sold. Prices fell as slow as 30,723 on Aug 16. Sri Lanka has also lifted a ban on the export of fresh coconuts from this month. Sri Lanka banned the export of fresh nuts after a drought hit global production driving coconut prices to record levels. more..","https://economynext.com/Sri_Lanka_s_coconut_prices_steady,_export_ban_lifted-3-11973-9.html"
2018,Sep,29,ST,"Coconut de-husking machine, another invention supported by NSF","No all but some institutions and individuals work towards building a strong economy in the country and, among them, the National Science Foundation (NSF) provides technological grants with these stretched across multi-faceted fields  agriculture, industry, science, technology, medicine, etc. These NSF grants and their recipients have been regularly profiled in the Business Times with positive results. In the meantime, agriculture crops  tea, rubber, coconut and cinnamon  more..",http://www.sundaytimes.lk/180923/business-times/coconut-de-husking-machine-another-invention-supported-by-nsf-312075.html
2018,Oct,13,ST,Nestlé wins big for coconut kernel products at Presidential Export Awards,"Nestlé continued its winning streak at the recently held Presidential Export Awards, bagging the Highest Foreign Exchange Earner award in the coconut kernel product category. This marks the seventh Presidential Export Award for the company in recognition of its strong contribution to national exports, and efforts to create sustainable livelihoods for local coconut growers and farm workers. Nestlé Lanka is one of the worlds largest exporters of coconut milk powder. more..",http://www.sundaytimes.lk/181007/business-times/nestle-wins-big-for-coconut-kernel-products-at-presidential-export-awards-314344.html
2018,Oct,13,ST,Nestlé wins big for coconut kernel products at Presidential Export Awards,"Nestlé continued its winning streak at the recently held Presidential Export Awards, bagging the Highest Foreign Exchange Earner award in the coconut kernel product category. This marks the seventh Presidential Export Award for the company in recognition of its strong contribution to national exports, and efforts to create sustainable livelihoods for local coconut growers and farm workers. Nestlé Lanka is one of the worlds largest exporters of coconut milk powder. more..",http://www.sundaytimes.lk/181007/business-times/nestle-wins-big-for-coconut-kernel-products-at-presidential-export-awards-314344.html
2018,Oct,15,DM,Sri Lanka to count number of coconut trees using drone technology,The Plantation Industries Ministry together with the Coconut Cultivation Board (CCB) plan to employ the application of drone technology and an online coconut land registration to boost productivity and yield of the coconut plantation in the country. Minister Navin Dissanayake recently inaugurated the CCBs initiative to monitor and to collect data of coconut plantation across the country using drones. more..,http://www.dailymirror.lk/article/Sri-Lanka-to-count-number-of-coconut-trees-using-drone-technology-156876.html
2018,Dec,5,SO,Sri Lankan coconut industry: performance and challenges for the future,"Sri Lanka is one of the leading countries in coconut production. It has a significant share in the world coconut market mainly through the supply of Desiccated Coconut (DC). The SL coconut industry is governed by the Coconut Development Act No 46 of 1971 and is monitored by the Coconut Research Board, Coconut Cultivation Board (CCB) and  Coconut Development Authority (CDA). In addition, the coconut industry is more..",http://www.sundayobserver.lk/2018/12/02/news-features/sri-lankan-coconut-industry-performance-and-challenges-future
2019,Jan,27,CT,To meet consumer demands Coconut oil to be graded: CDA,"Coconut Development Authority (CDA) said it aimed at enhancing and grading coconut oil available for consumption in the local market. Other than the coconut oil produced by manufacturers with popular brand names placed in plastic bottles or packaging, the retailer for the middle class consumer failed to meet hygienic quality when selling loose coconut oil. Most often, they mix coconut oil with other types of oil more..",http://www.ceylontoday.lk/print-edition/2/print-more/22919
2019,Feb,24,SO,Coconut: Potential for a $ 1 b export industry,"Coconut was at one time, the edible vegetable oil with a huge demand in the world market, for its taste, long shelf life and for other quality attributes. Coconut lost its popularity in 1960s because of the erroneous conception that consumption of coconut oil leads to heart diseases. Coconut oil is designated as a saturated fat along with animal fats without considering that coconut oil is a great source of Medium Chain Fatty Acids (MCTs; 62-65%). MCTs are absorbed more..",http://www.sundayobserver.lk/2019/02/24/business/coconut-potential-1-b-export-industry
2019,Apr,9,Island,"80% of coconut mills closed in recent past, coconut growers claim","The unrestricted import of palm oil is adversely affecting the coconut industry, resulting in 80% of local coconut mills closing down in the recent past, the Coconut Growers' Association of SL (CGASL) Gampaha branch said in a press release. Reporting on the recent CGASL AGM the release adds - Lalith Jayewardene, President, CGASL  Gampaha Branch, in his speech highlighted their concerns stating, ""The unconstrained import of palm oil  is creating an adverse effect to more..",http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=202371
2019,Apr,13,Island,Nestle invests Rs. 5 billion in coconut milk plant,"Nestle Lanka has announce in its annual report that ""we just completed an investment of over Rs. five billion in our new plant for processing coconut milk"" saying that ""it is the single largest investment made by Nestle in Sri Lanka and signals our commitment to the country."" The companys revenue in the year ended Dec 31 at Rs. 37.33 billion was marginally down from Rs. 37.6 billion the previous year. more..",http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=202652
2019,Jun,7,EN,Mahaweli Coconut yields almost double national average,"Mahaweli Coconut Plantations Limited has achieved yields on its estate in the dry zone that are almost double that of Sri Lankas national average for coconut plantations.  Felix Fernandopulle, Managing Director of Mahaweli Coconut Plantations (MCPL), whose shares began trading on the Colombo stock exchange, said the firms crop in 2018 was 5.4 million nuts.  It has planted 95,000 coconut palms on its plantation of 1,350 acres in the north-central province more..",https://economynext.com/Sri_Lanka_Mahaweli_Coconut_yields_almost_double_national_average-3-14717.html
2019,Jun,8,BBC,How Sri Lanka's arrack coconut spirit went upmarket,"Distilled from the sap of the coconut flower, Sri Lankan arrack has been a local favourite for centuries. But now its makers are trying to take the spirit global, writes the BBC's Ayeshea Perera. It's served in some of London's most fashionable restaurants, like Dishoom and Hoppers. And the late food and travel writer Anthony Bourdain described it as tasting like ""a marriage of bourbon and rum, but with a stronger, more..",https://www.bbc.com/news/world-asia-47782568
2019,Jun,26,EN,Coconut auctions in limbo after price floor,"SL's main coconut auction has been in limbo for over a month after a floor price of 28 rupees a per nut was set by authorities, in the wake of falling nut prices and a recovery in production. The floor price was set by the ministry in charge following requests from growers, who said they could not sell below 28 rupees a nut. With no bids below 28,000 rupees accepted, lots offered at the auction are withdrawn. more..",https://economynext.com/Sri_Lanka_coconut_auctions_in_limbo_after_price_floor-3-14926-9.html
